373.2633864,1.180400891
374.5658466,1.202672606
375.8683068,1.224944321
376.7554286,1.251492561
378.1396766,1.287535916
379.3261748,1.32557741
380.3808399,1.362773538
381.3695884,1.402384998
382.2265038,1.438856526
383.0175027,1.474361921
383.8085015,1.510430893
384.5335837,1.550106762
385.1927494,1.58730289
385.8519151,1.623484578
386.5110808,1.661695145
387.1702465,1.70024386
387.7634956,1.735580181
388.3567447,1.774636115
389.0159104,1.816904442
389.6750761,1.856129449
390.2683252,1.896622506
390.8615744,1.93796093
391.4548235,1.978200377
391.982156,2.015396505
392.5094886,2.054706049
393.0368211,2.094015593
393.5641537,2.13374782
394.0255697,2.172634681
394.4210691,2.207576498
394.8165685,2.243081892
395.2120679,2.279150865
395.6075673,2.315783415
396.0030667,2.356361008
396.3985661,2.399192913
396.7940655,2.442024818
397.189565,2.4854203
397.5850644,2.527688627
397.9146472,2.568266221
398.1783135,2.603771615
398.5078963,2.649421408
398.8374792,2.692535102
399.1011455,2.728040496
399.4307283,2.77115419
399.7603111,2.816803983
400.0239774,2.855690843
400.2876437,2.894577704
400.6172265,2.937691398
400.8808928,2.981650458
401.1445591,3.026877567
401.4082254,3.070836627
401.6718916,3.118599837
401.9355579,3.166785729
402.1992242,3.214971622
402.4628905,3.262312148
402.7265567,3.309652674
402.990223,3.3569932
403.2538893,3.404333726
403.5175556,3.451674253
403.7812218,3.496901362
404.0448881,3.540860422
404.3085544,3.584396799
404.5063041,3.624129026
404.7699704,3.659634421
405.0995532,3.702748114
405.4950526,3.752202057
405.7147745,3.809264298
405.9960186,3.872497715
406.2860515,3.945368311
406.5497177,3.998062825
407.0111337,4.037513263
407.4725497,4.074145813
407.8680491,4.111905519
408.3294651,4.156709945
408.9886308,4.191933551
409.4500468,4.215040236
410.1664255,4.231625835
411.0347323,4.242761693
412.2844592,4.226030001
412.7713459,4.175946548
412.8777083,4.120781867
413.1413746,4.06033816
413.4050409,4.002007869
413.7346237,3.956358076
413.99829,3.915780482
414.2619563,3.878584354
414.5256226,3.83800676
414.7892888,3.797429166
415.0529551,3.756851573
415.2946492,3.712892513
415.5143711,3.666820036
415.7780374,3.603840229
416.0417036,3.540860422
416.3053699,3.477457932
416.5690362,3.422509107
416.8327025,3.369251015
417.0963687,3.317683656
417.2941185,3.279219479
417.5358125,3.236749874
417.9811867,3.118040089
418.2169504,3.077176876
418.4806167,3.028990984
418.744283,2.974887525
419.0079492,2.920784067
419.2716155,2.866680608
419.5352818,2.81257715
419.7989481,2.756782958
420.0626143,2.7001434
420.3262806,2.644349209
420.5861071,2.583518931
421.0202605,2.472160356
421.4544139,2.383073497
421.8885673,2.305122494
422.3227207,2.227171492
422.7568741,2.160356347
422.9629434,2.093170226
423.2266096,2.0483658
423.4902759,2.00440674
423.7539422,1.96044768
424.0176085,1.918179353
424.2812747,1.878447126
424.544941,1.840405631
424.8086073,1.800673404
425.0722736,1.763477277
425.4018564,1.717827484
425.7314393,1.67217769
426.0610221,1.62821863
426.4565215,1.577496638
426.8520209,1.527338224
427.2475203,1.477743387
427.6430198,1.427021395
428.0385192,1.379680868
428.4340186,1.337412541
428.829518,1.294580637
429.2250174,1.25231231
429.6205168,1.210043983
430.0160162,1.170593545
430.4115156,1.13508815
430.8070151,1.099582756
431.268431,1.058441584
432.3082489,0.979955457
433.1765557,0.924276169
433.6107091,0.890868597
434.4790159,0.83518931
435.4211749,0.790629465
436.1462571,0.750164587
436.937256,0.710432359
437.7941714,0.672712909
438.7170033,0.635758315
439.7716684,0.598750047
440.9581667,0.561178201
442.276498,0.525860665
443.7266625,0.49081638
444.7154111,0.468375741
447.8134898,0.419344481
450.5819857,0.386144632
451.8508797,0.372003955
455.0643124,0.344952226
458.7916064,0.322939866
462.9450044,0.310198268
464.292632,0.304067226
465.7427965,0.298302433
467.192961,0.293230234
468.6431256,0.288233956
470.0932901,0.283698787
471.5434546,0.279471023
472.9936191,0.275704369
474.4437836,0.272859933
475.5065768,0.271475236
476.9118036,0.271404029
478.27242,0.272258517
479.6776467,0.273753871
481.0828735,0.275249226
482.4490662,0.276661505
483.9379374,0.277171824
485.2985538,0.278239934
486.7037806,0.279735288
488.1536178,0.280874606
489.4250134,0.281657887
490.8804269,0.282476771
492.2856537,0.282975223
493.6908804,0.282975223
495.0961072,0.282975223
496.501334,0.28197832
497.9065608,0.280482966
499.3117875,0.278987611
500.6877388,0.277056112
501.7475139,0.274825542
502.9419567,0.273068501
503.5040474,0.27131146
504.9326946,0.269517034
506.3379214,0.266941702
507.7431482,0.264283295
508.679966,0.262538715
509.762309,0.259349593
510.9083192,0.255284553
512.193033,0.252320461
513.5982598,0.25024358
514.7283531,0.24796748
515.8743633,0.246341463
517.4023769,0.243902439
518.1663837,0.242276423
519.541198,0.24038878
520.8585981,0.240108401
522.2638249,0.240108401
523.6690517,0.240108401
525.0742784,0.240108401
526.4795052,0.240108401
527.8456979,0.240523777
529.2899588,0.241603755
530.6951855,0.241603755
532.1004123,0.241603755
533.8285229,0.240650407
535.3565365,0.23902439
536.5025467,0.237398374
538.0726261,0.236070945
539.1265462,0.233192388
540.0633641,0.230201679
541.0001819,0.226961745
541.8589316,0.22374258
542.581062,0.220855715
543.4593288,0.217179636
544.1619422,0.214188928
544.8645555,0.211198219
545.5671689,0.208207511
546.2697823,0.205299877
546.8166384,0.202439024
547.1986418,0.199186992
547.5806452,0.195934959
547.9626486,0.192682927
548.7266553,0.190243902
549.4906621,0.187804878
550.2546689,0.184552846
550.5523782,0.182394848
551.1211605,0.17979578
552.202962,0.177081989
