mua_ex[1/cm]    mus_ex[1/cm]    mua_em[1/cm]    mus_em[1/cm]    PHD_Int[1/cm2]
3.7000E+00      6.6373E+00      8.8587E+01      4.6416E+01      5.8809E+00
3.7000E+00      6.6373E+00      8.8587E+01      1.2915E+02      5.9783E+00
3.7000E+00      6.6373E+00      8.8587E+01      3.5938E+02      5.5416E+00
3.7000E+00      6.6373E+00      8.8587E+01      1.0000E+03      4.2380E+00
3.7000E+00      6.6373E+00      1.4384E+02      1.0000E-01      2.6940E-01
3.7000E+00      6.6373E+00      1.4384E+02      2.7826E-01      2.6852E-01
3.7000E+00      6.6373E+00      1.4384E+02      7.7426E-01      2.6499E-01
3.7000E+00      6.6373E+00      1.4384E+02      2.1544E+00      6.7237E-01
3.7000E+00      6.6373E+00      1.4384E+02      5.9948E+00      6.1425E-01
3.7000E+00      6.6373E+00      1.4384E+02      1.6681E+01      1.6089E+00
3.7000E+00      6.6373E+00      1.4384E+02      4.6416E+01      2.1789E+00
3.7000E+00      6.6373E+00      1.4384E+02      1.2915E+02      3.0371E+00
3.7000E+00      6.6373E+00      1.4384E+02      3.5938E+02      3.0795E+00
3.7000E+00      6.6373E+00      1.4384E+02      1.0000E+03      2.1189E+00
3.7000E+00      6.6373E+00      2.3357E+02      1.0000E-01      1.3827E-02
3.7000E+00      6.6373E+00      2.3357E+02      2.7826E-01      1.3843E-02
3.7000E+00      6.6373E+00      2.3357E+02      7.7426E-01      1.3700E-02
3.7000E+00      6.6373E+00      2.3357E+02      2.1544E+00      1.3197E-02
3.7000E+00      6.6373E+00      2.3357E+02      5.9948E+00      4.0108E-02
3.7000E+00      6.6373E+00      2.3357E+02      1.6681E+01      8.9104E-02
3.7000E+00      6.6373E+00      2.3357E+02      4.6416E+01      2.4657E-01
3.7000E+00      6.6373E+00      2.3357E+02      1.2915E+02      3.9305E-01
3.7000E+00      6.6373E+00      2.3357E+02      3.5938E+02      7.3211E-01
3.7000E+00      6.6373E+00      2.3357E+02      1.0000E+03      5.2152E-01
3.7000E+00      6.6373E+00      3.7927E+02      1.0000E-01      1.8570E-04
3.7000E+00      6.6373E+00      3.7927E+02      2.7826E-01      1.8502E-04
3.7000E+00      6.6373E+00      3.7927E+02      7.7426E-01      1.8695E-04
3.7000E+00      6.6373E+00      3.7927E+02      2.1544E+00      1.8285E-04
3.7000E+00      6.6373E+00      3.7927E+02      5.9948E+00      7.4596E-04
3.7000E+00      6.6373E+00      3.7927E+02      1.6681E+01      5.8237E-04
3.7000E+00      6.6373E+00      3.7927E+02      4.6416E+01      3.4848E-03
3.7000E+00      6.6373E+00      3.7927E+02      1.2915E+02      6.1542E-03
3.7000E+00      6.6373E+00      3.7927E+02      3.5938E+02      1.4133E-02
3.7000E+00      6.6373E+00      3.7927E+02      1.0000E+03      1.6727E-02
3.7000E+00      6.6373E+00      6.1585E+02      1.0000E-01      2.1486E-07
3.7000E+00      6.6373E+00      6.1585E+02      2.7826E-01      3.1705E-07
3.7000E+00      6.6373E+00      6.1585E+02      7.7426E-01      3.1186E-07
3.7000E+00      6.6373E+00      6.1585E+02      2.1544E+00      3.2962E-07
3.7000E+00      6.6373E+00      6.1585E+02      5.9948E+00      2.8792E-07
3.7000E+00      6.6373E+00      6.1585E+02      1.6681E+01      1.7538E-06
3.7000E+00      6.6373E+00      6.1585E+02      4.6416E+01      5.1949E-06
3.7000E+00      6.6373E+00      6.1585E+02      1.2915E+02      1.9139E-05
3.7000E+00      6.6373E+00      6.1585E+02      3.5938E+02      5.0772E-05
3.7000E+00      6.6373E+00      6.1585E+02      1.0000E+03      3.9850E-05
3.7000E+00      6.6373E+00      1.0000E+03      1.0000E-01      0.0000E+00
3.7000E+00      6.6373E+00      1.0000E+03      2.7826E-01      0.0000E+00
3.7000E+00      6.6373E+00      1.0000E+03      7.7426E-01      0.0000E+00
3.7000E+00      6.6373E+00      1.0000E+03      2.1544E+00      0.0000E+00
3.7000E+00      6.6373E+00      1.0000E+03      5.9948E+00      0.0000E+00
3.7000E+00      6.6373E+00      1.0000E+03      1.6681E+01      2.1562E-10
3.7000E+00      6.6373E+00      1.0000E+03      4.6416E+01      3.5138E-10
3.7000E+00      6.6373E+00      1.0000E+03      1.2915E+02      3.7405E-09
3.7000E+00      6.6373E+00      1.0000E+03      3.5938E+02      6.0835E-09
3.7000E+00      6.6373E+00      1.0000E+03      1.0000E+03      2.4899E-09
3.7000E+00      1.7100E+01      1.0000E-01      1.0000E-01      6.8772E+01
3.7000E+00      1.7100E+01      1.0000E-01      2.7826E-01      6.8557E+01
3.7000E+00      1.7100E+01      1.0000E-01      7.7426E-01      6.7957E+01
3.7000E+00      1.7100E+01      1.0000E-01      2.1544E+00      6.6402E+01
3.7000E+00      1.7100E+01      1.0000E-01      5.9948E+00      6.2686E+01
3.7000E+00      1.7100E+01      1.0000E-01      1.6681E+01      5.5449E+01
3.7000E+00      1.7100E+01      1.0000E-01      4.6416E+01      4.5727E+01
3.7000E+00      1.7100E+01      1.0000E-01      1.2915E+02      3.8518E+01
3.7000E+00      1.7100E+01      1.0000E-01      3.5938E+02      3.9861E+01
3.7000E+00      1.7100E+01      1.0000E-01      1.0000E+03      5.1583E+01
3.7000E+00      1.7100E+01      1.6238E-01      1.0000E-01      6.8402E+01
3.7000E+00      1.7100E+01      1.6238E-01      2.7826E-01      6.8177E+01
3.7000E+00      1.7100E+01      1.6238E-01      7.7426E-01      6.7600E+01
3.7000E+00      1.7100E+01      1.6238E-01      2.1544E+00      6.6067E+01
3.7000E+00      1.7100E+01      1.6238E-01      5.9948E+00      6.2379E+01
3.7000E+00      1.7100E+01      1.6238E-01      1.6681E+01      5.5208E+01
3.7000E+00      1.7100E+01      1.6238E-01      4.6416E+01      4.5527E+01
3.7000E+00      1.7100E+01      1.6238E-01      1.2915E+02      3.8265E+01
3.7000E+00      1.7100E+01      1.6238E-01      3.5938E+02      3.9366E+01
3.7000E+00      1.7100E+01      1.6238E-01      1.0000E+03      5.0570E+01
3.7000E+00      1.7100E+01      2.6367E-01      1.0000E-01      6.7800E+01
3.7000E+00      1.7100E+01      2.6367E-01      2.7826E-01      6.7591E+01
3.7000E+00      1.7100E+01      2.6367E-01      7.7426E-01      6.7024E+01
3.7000E+00      1.7100E+01      2.6367E-01      2.1544E+00      6.5514E+01
3.7000E+00      1.7100E+01      2.6367E-01      5.9948E+00      6.1892E+01
3.7000E+00      1.7100E+01      2.6367E-01      1.6681E+01      5.4824E+01
3.7000E+00      1.7100E+01      2.6367E-01      4.6416E+01      4.5222E+01
3.7000E+00      1.7100E+01      2.6367E-01      1.2915E+02      3.7900E+01
3.7000E+00      1.7100E+01      2.6367E-01      3.5938E+02      3.8685E+01
3.7000E+00      1.7100E+01      2.6367E-01      1.0000E+03      4.9219E+01
3.7000E+00      1.7100E+01      4.2813E-01      1.0000E-01      6.6854E+01
3.7000E+00      1.7100E+01      4.2813E-01      2.7826E-01      6.6648E+01
3.7000E+00      1.7100E+01      4.2813E-01      7.7426E-01      6.6100E+01
3.7000E+00      1.7100E+01      4.2813E-01      2.1544E+00      6.4645E+01
3.7000E+00      1.7100E+01      4.2813E-01      5.9948E+00      6.1124E+01
3.7000E+00      1.7100E+01      4.2813E-01      1.6681E+01      5.4213E+01
3.7000E+00      1.7100E+01      4.2813E-01      4.6416E+01      4.4755E+01
3.7000E+00      1.7100E+01      4.2813E-01      1.2915E+02      3.7383E+01
3.7000E+00      1.7100E+01      4.2813E-01      3.5938E+02      3.7770E+01
3.7000E+00      1.7100E+01      4.2813E-01      1.0000E+03      4.7459E+01
3.7000E+00      1.7100E+01      6.9519E-01      1.0000E-01      6.5379E+01
3.7000E+00      1.7100E+01      6.9519E-01      2.7826E-01      6.5185E+01
3.7000E+00      1.7100E+01      6.9519E-01      7.7426E-01      6.4663E+01
3.7000E+00      1.7100E+01      6.9519E-01      2.1544E+00      6.3267E+01
3.7000E+00      1.7100E+01      6.9519E-01      5.9948E+00      5.9905E+01
3.7000E+00      1.7100E+01      6.9519E-01      1.6681E+01      5.3259E+01
3.7000E+00      1.7100E+01      6.9519E-01      4.6416E+01      4.4048E+01
3.7000E+00      1.7100E+01      6.9519E-01      1.2915E+02      3.6663E+01
3.7000E+00      1.7100E+01      6.9519E-01      3.5938E+02      3.6569E+01
3.7000E+00      1.7100E+01      6.9519E-01      1.0000E+03      4.5225E+01
3.7000E+00      1.7100E+01      1.1288E+00      1.0000E-01      6.3098E+01
3.7000E+00      1.7100E+01      1.1288E+00      2.7826E-01      6.2914E+01
3.7000E+00      1.7100E+01      1.1288E+00      7.7426E-01      6.2420E+01
3.7000E+00      1.7100E+01      1.1288E+00      2.1544E+00      6.1145E+01
3.7000E+00      1.7100E+01      1.1288E+00      5.9948E+00      5.8020E+01
3.7000E+00      1.7100E+01      1.1288E+00      1.6681E+01      5.1781E+01
3.7000E+00      1.7100E+01      1.1288E+00      4.6416E+01      4.2985E+01
3.7000E+00      1.7100E+01      1.1288E+00      1.2915E+02      3.5671E+01
3.7000E+00      1.7100E+01      1.1288E+00      3.5938E+02      3.5036E+01
3.7000E+00      1.7100E+01      1.1288E+00      1.0000E+03      4.2471E+01
3.7000E+00      1.7100E+01      1.8330E+00      1.0000E-01      5.9680E+01
3.7000E+00      1.7100E+01      1.8330E+00      2.7826E-01      5.9522E+01
3.7000E+00      1.7100E+01      1.8330E+00      7.7426E-01      5.9085E+01
3.7000E+00      1.7100E+01      1.8330E+00      2.1544E+00      5.7959E+01
3.7000E+00      1.7100E+01      1.8330E+00      5.9948E+00      5.5181E+01
3.7000E+00      1.7100E+01      1.8330E+00      1.6681E+01      4.9548E+01
3.7000E+00      1.7100E+01      1.8330E+00      4.6416E+01      4.1401E+01
3.7000E+00      1.7100E+01      1.8330E+00      1.2915E+02      3.4316E+01
3.7000E+00      1.7100E+01      1.8330E+00      3.5938E+02      3.3123E+01
3.7000E+00      1.7100E+01      1.8330E+00      1.0000E+03      3.9172E+01
3.7000E+00      1.7100E+01      2.9764E+00      1.0000E-01      5.4786E+01
3.7000E+00      1.7100E+01      2.9764E+00      2.7826E-01      5.4663E+01
3.7000E+00      1.7100E+01      2.9764E+00      7.7426E-01      5.4302E+01
3.7000E+00      1.7100E+01      2.9764E+00      2.1544E+00      5.3347E+01
3.7000E+00      1.7100E+01      2.9764E+00      5.9948E+00      5.1058E+01
3.7000E+00      1.7100E+01      2.9764E+00      1.6681E+01      4.6274E+01
3.7000E+00      1.7100E+01      2.9764E+00      4.6416E+01      3.9097E+01
3.7000E+00      1.7100E+01      2.9764E+00      1.2915E+02      3.2487E+01
3.7000E+00      1.7100E+01      2.9764E+00      3.5938E+02      3.0794E+01
3.7000E+00      1.7100E+01      2.9764E+00      1.0000E+03      3.5344E+01
3.7000E+00      1.7100E+01      4.8329E+00      1.0000E-01      4.8212E+01
3.7000E+00      1.7100E+01      4.8329E+00      2.7826E-01      4.8136E+01
3.7000E+00      1.7100E+01      4.8329E+00      7.7426E-01      4.7871E+01
3.7000E+00      1.7100E+01      4.8329E+00      2.1544E+00      4.7161E+01
3.7000E+00      1.7100E+01      4.8329E+00      5.9948E+00      4.5420E+01
3.7000E+00      1.7100E+01      4.8329E+00      1.6681E+01      4.1717E+01
3.7000E+00      1.7100E+01      4.8329E+00      4.6416E+01      3.5861E+01
3.7000E+00      1.7100E+01      4.8329E+00      1.2915E+02      3.0056E+01
3.7000E+00      1.7100E+01      4.8329E+00      3.5938E+02      2.8017E+01
3.7000E+00      1.7100E+01      4.8329E+00      1.0000E+03      3.1021E+01
3.7000E+00      1.7100E+01      7.8476E+00      1.0000E-01      4.0114E+01
3.7000E+00      1.7100E+01      7.8476E+00      2.7826E-01      4.0031E+01
3.7000E+00      1.7100E+01      7.8476E+00      7.7426E-01      3.9937E+01
3.7000E+00      1.7100E+01      7.8476E+00      2.1544E+00      3.9486E+01
3.7000E+00      1.7100E+01      7.8476E+00      5.9948E+00      3.8317E+01
3.7000E+00      1.7100E+01      7.8476E+00      1.6681E+01      3.5804E+01
3.7000E+00      1.7100E+01      7.8476E+00      4.6416E+01      3.1548E+01
3.7000E+00      1.7100E+01      7.8476E+00      1.2915E+02      2.6903E+01
3.7000E+00      1.7100E+01      7.8476E+00      3.5938E+02      2.4763E+01
3.7000E+00      1.7100E+01      7.8476E+00      1.0000E+03      2.6050E+01
3.7000E+00      1.7100E+01      1.2743E+01      1.0000E-01      3.0020E+01
3.7000E+00      1.7100E+01      1.2743E+01      2.7826E-01      3.1110E+01
3.7000E+00      1.7100E+01      1.2743E+01      7.7426E-01      3.1175E+01
3.7000E+00      1.7100E+01      1.2743E+01      2.1544E+00      3.0956E+01
3.7000E+00      1.7100E+01      1.2743E+01      5.9948E+00      3.0323E+01
3.7000E+00      1.7100E+01      1.2743E+01      1.6681E+01      2.8848E+01
3.7000E+00      1.7100E+01      1.2743E+01      4.6416E+01      2.6188E+01
3.7000E+00      1.7100E+01      1.2743E+01      1.2915E+02      2.2922E+01
3.7000E+00      1.7100E+01      1.2743E+01      3.5938E+02      2.0899E+01
3.7000E+00      1.7100E+01      1.2743E+01      1.0000E+03      2.0245E+01
3.7000E+00      1.7100E+01      2.0691E+01      1.0000E-01      2.0630E+01
3.7000E+00      1.7100E+01      2.0691E+01      2.7826E-01      2.2302E+01
3.7000E+00      1.7100E+01      2.0691E+01      7.7426E-01      2.2128E+01
3.7000E+00      1.7100E+01      2.0691E+01      2.1544E+00      2.2491E+01
3.7000E+00      1.7100E+01      2.0691E+01      5.9948E+00      2.2355E+01
3.7000E+00      1.7100E+01      2.0691E+01      1.6681E+01      2.1664E+01
3.7000E+00      1.7100E+01      2.0691E+01      4.6416E+01      2.0268E+01
3.7000E+00      1.7100E+01      2.0691E+01      1.2915E+02      1.8214E+01
3.7000E+00      1.7100E+01      2.0691E+01      3.5938E+02      1.6324E+01
3.7000E+00      1.7100E+01      2.0691E+01      1.0000E+03      1.4393E+01
3.7000E+00      1.7100E+01      3.3598E+01      1.0000E-01      1.2323E+01
3.7000E+00      1.7100E+01      3.3598E+01      2.7826E-01      1.2291E+01
3.7000E+00      1.7100E+01      3.3598E+01      7.7426E-01      1.4425E+01
3.7000E+00      1.7100E+01      3.3598E+01      2.1544E+00      1.5105E+01
3.7000E+00      1.7100E+01      3.3598E+01      5.9948E+00      1.5267E+01
3.7000E+00      1.7100E+01      3.3598E+01      1.6681E+01      1.5168E+01
3.7000E+00      1.7100E+01      3.3598E+01      4.6416E+01      1.4587E+01
3.7000E+00      1.7100E+01      3.3598E+01      1.2915E+02      1.3544E+01
3.7000E+00      1.7100E+01      3.3598E+01      3.5938E+02      1.2109E+01
3.7000E+00      1.7100E+01      3.3598E+01      1.0000E+03      9.9158E+00
3.7000E+00      1.7100E+01      5.4556E+01      1.0000E-01      5.8800E+00
3.7000E+00      1.7100E+01      5.4556E+01      2.7826E-01      5.8616E+00
3.7000E+00      1.7100E+01      5.4556E+01      7.7426E-01      7.9820E+00
3.7000E+00      1.7100E+01      5.4556E+01      2.1544E+00      7.7467E+00
3.7000E+00      1.7100E+01      5.4556E+01      5.9948E+00      8.8709E+00
3.7000E+00      1.7100E+01      5.4556E+01      1.6681E+01      9.8776E+00
3.7000E+00      1.7100E+01      5.4556E+01      4.6416E+01      9.8047E+00
3.7000E+00      1.7100E+01      5.4556E+01      1.2915E+02      9.3849E+00
3.7000E+00      1.7100E+01      5.4556E+01      3.5938E+02      8.5514E+00
3.7000E+00      1.7100E+01      5.4556E+01      1.0000E+03      6.7752E+00
3.7000E+00      1.7100E+01      8.8587E+01      1.0000E-01      1.8680E+00
3.7000E+00      1.7100E+01      8.8587E+01      2.7826E-01      1.8599E+00
3.7000E+00      1.7100E+01      8.8587E+01      7.7426E-01      1.8389E+00
3.7000E+00      1.7100E+01      8.8587E+01      2.1544E+00      3.1632E+00
3.7000E+00      1.7100E+01      8.8587E+01      5.9948E+00      4.2119E+00
3.7000E+00      1.7100E+01      8.8587E+01      1.6681E+01      4.7936E+00
3.7000E+00      1.7100E+01      8.8587E+01      4.6416E+01      5.9371E+00
3.7000E+00      1.7100E+01      8.8587E+01      1.2915E+02      6.0401E+00
3.7000E+00      1.7100E+01      8.8587E+01      3.5938E+02      5.6036E+00
3.7000E+00      1.7100E+01      8.8587E+01      1.0000E+03      4.2872E+00
3.7000E+00      1.7100E+01      1.4384E+02      1.0000E-01      2.7085E-01
3.7000E+00      1.7100E+01      1.4384E+02      2.7826E-01      2.6996E-01
3.7000E+00      1.7100E+01      1.4384E+02      7.7426E-01      2.6640E-01
3.7000E+00      1.7100E+01      1.4384E+02      2.1544E+00      6.7849E-01
3.7000E+00      1.7100E+01      1.4384E+02      5.9948E+00      6.1978E-01
3.7000E+00      1.7100E+01      1.4384E+02      1.6681E+01      1.6260E+00
3.7000E+00      1.7100E+01      1.4384E+02      4.6416E+01      2.2028E+00
3.7000E+00      1.7100E+01      1.4384E+02      1.2915E+02      3.0713E+00
3.7000E+00      1.7100E+01      1.4384E+02      3.5938E+02      3.1148E+00
3.7000E+00      1.7100E+01      1.4384E+02      1.0000E+03      2.1434E+00
3.7000E+00      1.7100E+01      2.3357E+02      1.0000E-01      1.3918E-02
3.7000E+00      1.7100E+01      2.3357E+02      2.7826E-01      1.3935E-02
3.7000E+00      1.7100E+01      2.3357E+02      7.7426E-01      1.3790E-02
3.7000E+00      1.7100E+01      2.3357E+02      2.1544E+00      1.3282E-02
3.7000E+00      1.7100E+01      2.3357E+02      5.9948E+00      4.0505E-02
3.7000E+00      1.7100E+01      2.3357E+02      1.6681E+01      9.0071E-02
3.7000E+00      1.7100E+01      2.3357E+02      4.6416E+01      2.4937E-01
3.7000E+00      1.7100E+01      2.3357E+02      1.2915E+02      3.9756E-01
3.7000E+00      1.7100E+01      2.3357E+02      3.5938E+02      7.4056E-01
3.7000E+00      1.7100E+01      2.3357E+02      1.0000E+03      5.2755E-01
3.7000E+00      1.7100E+01      3.7927E+02      1.0000E-01      1.8731E-04
3.7000E+00      1.7100E+01      3.7927E+02      2.7826E-01      1.8663E-04
3.7000E+00      1.7100E+01      3.7927E+02      7.7426E-01      1.8857E-04
3.7000E+00      1.7100E+01      3.7927E+02      2.1544E+00      1.8444E-04
3.7000E+00      1.7100E+01      3.7927E+02      5.9948E+00      7.5406E-04
3.7000E+00      1.7100E+01      3.7927E+02      1.6681E+01      5.8863E-04
3.7000E+00      1.7100E+01      3.7927E+02      4.6416E+01      3.5247E-03
3.7000E+00      1.7100E+01      3.7927E+02      1.2915E+02      6.2251E-03
3.7000E+00      1.7100E+01      3.7927E+02      3.5938E+02      1.4297E-02
3.7000E+00      1.7100E+01      3.7927E+02      1.0000E+03      1.6920E-02
3.7000E+00      1.7100E+01      6.1585E+02      1.0000E-01      2.1734E-07
3.7000E+00      1.7100E+01      6.1585E+02      2.7826E-01      3.2071E-07
3.7000E+00      1.7100E+01      6.1585E+02      7.7426E-01      3.1546E-07
3.7000E+00      1.7100E+01      6.1585E+02      2.1544E+00      3.3341E-07
3.7000E+00      1.7100E+01      6.1585E+02      5.9948E+00      2.9122E-07
3.7000E+00      1.7100E+01      6.1585E+02      1.6681E+01      1.7740E-06
3.7000E+00      1.7100E+01      6.1585E+02      4.6416E+01      5.2548E-06
3.7000E+00      1.7100E+01      6.1585E+02      1.2915E+02      1.9360E-05
3.7000E+00      1.7100E+01      6.1585E+02      3.5938E+02      5.1359E-05
3.7000E+00      1.7100E+01      6.1585E+02      1.0000E+03      4.0310E-05
3.7000E+00      1.7100E+01      1.0000E+03      1.0000E-01      0.0000E+00
3.7000E+00      1.7100E+01      1.0000E+03      2.7826E-01      0.0000E+00
3.7000E+00      1.7100E+01      1.0000E+03      7.7426E-01      0.0000E+00
3.7000E+00      1.7100E+01      1.0000E+03      2.1544E+00      0.0000E+00
3.7000E+00      1.7100E+01      1.0000E+03      5.9948E+00      0.0000E+00
3.7000E+00      1.7100E+01      1.0000E+03      1.6681E+01      2.1811E-10
3.7000E+00      1.7100E+01      1.0000E+03      4.6416E+01      3.5543E-10
3.7000E+00      1.7100E+01      1.0000E+03      1.2915E+02      3.7837E-09
3.7000E+00      1.7100E+01      1.0000E+03      3.5938E+02      6.1538E-09
3.7000E+00      1.7100E+01      1.0000E+03      1.0000E+03      2.5187E-09
3.7000E+00      4.4054E+01      1.0000E-01      1.0000E-01      4.9663E+01
3.7000E+00      4.4054E+01      1.0000E-01      2.7826E-01      4.9619E+01
3.7000E+00      4.4054E+01      1.0000E-01      7.7426E-01      4.9471E+01
3.7000E+00      4.4054E+01      1.0000E-01      2.1544E+00      4.9086E+01
3.7000E+00      4.4054E+01      1.0000E-01      5.9948E+00      4.8078E+01
3.7000E+00      4.4054E+01      1.0000E-01      1.6681E+01      4.5694E+01
3.7000E+00      4.4054E+01      1.0000E-01      4.6416E+01      4.1496E+01
3.7000E+00      4.4054E+01      1.0000E-01      1.2915E+02      3.7813E+01
3.7000E+00      4.4054E+01      1.0000E-01      3.5938E+02      4.0613E+01
3.7000E+00      4.4054E+01      1.0000E-01      1.0000E+03      5.2944E+01
3.7000E+00      4.4054E+01      1.6238E-01      1.0000E-01      4.9486E+01
3.7000E+00      4.4054E+01      1.6238E-01      2.7826E-01      4.9428E+01
3.7000E+00      4.4054E+01      1.6238E-01      7.7426E-01      4.9296E+01
3.7000E+00      4.4054E+01      1.6238E-01      2.1544E+00      4.8918E+01
3.7000E+00      4.4054E+01      1.6238E-01      5.9948E+00      4.7903E+01
3.7000E+00      4.4054E+01      1.6238E-01      1.6681E+01      4.5533E+01
3.7000E+00      4.4054E+01      1.6238E-01      4.6416E+01      4.1328E+01
3.7000E+00      4.4054E+01      1.6238E-01      1.2915E+02      3.7570E+01
3.7000E+00      4.4054E+01      1.6238E-01      3.5938E+02      4.0124E+01
3.7000E+00      4.4054E+01      1.6238E-01      1.0000E+03      5.1936E+01
3.7000E+00      4.4054E+01      2.6367E-01      1.0000E-01      4.9191E+01
3.7000E+00      4.4054E+01      2.6367E-01      2.7826E-01      4.9141E+01
3.7000E+00      4.4054E+01      2.6367E-01      7.7426E-01      4.9009E+01
3.7000E+00      4.4054E+01      2.6367E-01      2.1544E+00      4.8631E+01
3.7000E+00      4.4054E+01      2.6367E-01      5.9948E+00      4.7630E+01
3.7000E+00      4.4054E+01      2.6367E-01      1.6681E+01      4.5278E+01
3.7000E+00      4.4054E+01      2.6367E-01      4.6416E+01      4.1072E+01
3.7000E+00      4.4054E+01      2.6367E-01      1.2915E+02      3.7217E+01
3.7000E+00      4.4054E+01      2.6367E-01      3.5938E+02      3.9444E+01
3.7000E+00      4.4054E+01      2.6367E-01      1.0000E+03      5.0578E+01
3.7000E+00      4.4054E+01      4.2813E-01      1.0000E-01      4.8723E+01
3.7000E+00      4.4054E+01      4.2813E-01      2.7826E-01      4.8673E+01
3.7000E+00      4.4054E+01      4.2813E-01      7.7426E-01      4.8546E+01
3.7000E+00      4.4054E+01      4.2813E-01      2.1544E+00      4.8182E+01
3.7000E+00      4.4054E+01      4.2813E-01      5.9948E+00      4.7199E+01
3.7000E+00      4.4054E+01      4.2813E-01      1.6681E+01      4.4871E+01
3.7000E+00      4.4054E+01      4.2813E-01      4.6416E+01      4.0684E+01
3.7000E+00      4.4054E+01      4.2813E-01      1.2915E+02      3.6716E+01
3.7000E+00      4.4054E+01      4.2813E-01      3.5938E+02      3.8523E+01
3.7000E+00      4.4054E+01      4.2813E-01      1.0000E+03      4.8796E+01
3.7000E+00      4.4054E+01      6.9519E-01      1.0000E-01      4.7992E+01
3.7000E+00      4.4054E+01      6.9519E-01      2.7826E-01      4.7948E+01
3.7000E+00      4.4054E+01      6.9519E-01      7.7426E-01      4.7822E+01
3.7000E+00      4.4054E+01      6.9519E-01      2.1544E+00      4.7460E+01
3.7000E+00      4.4054E+01      6.9519E-01      5.9948E+00      4.6508E+01
3.7000E+00      4.4054E+01      6.9519E-01      1.6681E+01      4.4236E+01
3.7000E+00      4.4054E+01      6.9519E-01      4.6416E+01      4.0098E+01
3.7000E+00      4.4054E+01      6.9519E-01      1.2915E+02      3.6018E+01
3.7000E+00      4.4054E+01      6.9519E-01      3.5938E+02      3.7305E+01
3.7000E+00      4.4054E+01      6.9519E-01      1.0000E+03      4.6519E+01
3.7000E+00      4.4054E+01      1.1288E+00      1.0000E-01      4.6844E+01
3.7000E+00      4.4054E+01      1.1288E+00      2.7826E-01      4.6795E+01
3.7000E+00      4.4054E+01      1.1288E+00      7.7426E-01      4.6665E+01
3.7000E+00      4.4054E+01      1.1288E+00      2.1544E+00      4.6335E+01
3.7000E+00      4.4054E+01      1.1288E+00      5.9948E+00      4.5426E+01
3.7000E+00      4.4054E+01      1.1288E+00      1.6681E+01      4.3248E+01
3.7000E+00      4.4054E+01      1.1288E+00      4.6416E+01      3.9221E+01
3.7000E+00      4.4054E+01      1.1288E+00      1.2915E+02      3.5056E+01
3.7000E+00      4.4054E+01      1.1288E+00      3.5938E+02      3.5743E+01
3.7000E+00      4.4054E+01      1.1288E+00      1.0000E+03      4.3699E+01
3.7000E+00      4.4054E+01      1.8330E+00      1.0000E-01      4.5074E+01
3.7000E+00      4.4054E+01      1.8330E+00      2.7826E-01      4.5031E+01
3.7000E+00      4.4054E+01      1.8330E+00      7.7426E-01      4.4910E+01
3.7000E+00      4.4054E+01      1.8330E+00      2.1544E+00      4.4607E+01
3.7000E+00      4.4054E+01      1.8330E+00      5.9948E+00      4.3770E+01
3.7000E+00      4.4054E+01      1.8330E+00      1.6681E+01      4.1743E+01
3.7000E+00      4.4054E+01      1.8330E+00      4.6416E+01      3.7918E+01
3.7000E+00      4.4054E+01      1.8330E+00      1.2915E+02      3.3747E+01
3.7000E+00      4.4054E+01      1.8330E+00      3.5938E+02      3.3788E+01
3.7000E+00      4.4054E+01      1.8330E+00      1.0000E+03      4.0309E+01
3.7000E+00      4.4054E+01      2.9764E+00      1.0000E-01      4.2439E+01
3.7000E+00      4.4054E+01      2.9764E+00      2.7826E-01      4.2407E+01
3.7000E+00      4.4054E+01      2.9764E+00      7.7426E-01      4.2300E+01
3.7000E+00      4.4054E+01      2.9764E+00      2.1544E+00      4.2008E+01
3.7000E+00      4.4054E+01      2.9764E+00      5.9948E+00      4.1294E+01
3.7000E+00      4.4054E+01      2.9764E+00      1.6681E+01      3.9499E+01
3.7000E+00      4.4054E+01      2.9764E+00      4.6416E+01      3.6019E+01
3.7000E+00      4.4054E+01      2.9764E+00      1.2915E+02      3.1987E+01
3.7000E+00      4.4054E+01      2.9764E+00      3.5938E+02      3.1406E+01
3.7000E+00      4.4054E+01      2.9764E+00      1.0000E+03      3.6370E+01
3.7000E+00      4.4054E+01      4.8329E+00      1.0000E-01      3.8694E+01
3.7000E+00      4.4054E+01      4.8329E+00      2.7826E-01      3.8683E+01
3.7000E+00      4.4054E+01      4.8329E+00      7.7426E-01      3.8597E+01
3.7000E+00      4.4054E+01      4.8329E+00      2.1544E+00      3.8361E+01
3.7000E+00      4.4054E+01      4.8329E+00      5.9948E+00      3.7763E+01
3.7000E+00      4.4054E+01      4.8329E+00      1.6681E+01      3.6292E+01
3.7000E+00      4.4054E+01      4.8329E+00      4.6416E+01      3.3333E+01
3.7000E+00      4.4054E+01      4.8329E+00      1.2915E+02      2.9658E+01
3.7000E+00      4.4054E+01      4.8329E+00      3.5938E+02      2.8570E+01
3.7000E+00      4.4054E+01      4.8329E+00      1.0000E+03      3.1918E+01
3.7000E+00      4.4054E+01      7.8476E+00      1.0000E-01      3.3711E+01
3.7000E+00      4.4054E+01      7.8476E+00      2.7826E-01      3.3672E+01
3.7000E+00      4.4054E+01      7.8476E+00      7.7426E-01      3.3676E+01
3.7000E+00      4.4054E+01      7.8476E+00      2.1544E+00      3.3510E+01
