mua_ex[1/cm]    mus_ex[1/cm]    mua_em[1/cm]    mus_em[1/cm]    PHD_Int[1/cm2]
3.6523E+01      1.0000E+00      2.0691E+01      1.0000E-01      7.8758E+00
3.6523E+01      1.0000E+00      2.0691E+01      2.7826E-01      8.6717E+00
3.6523E+01      1.0000E+00      2.0691E+01      7.7426E-01      8.6337E+00
3.6523E+01      1.0000E+00      2.0691E+01      2.1544E+00      8.8273E+00
3.6523E+01      1.0000E+00      2.0691E+01      5.9948E+00      8.8701E+00
3.6523E+01      1.0000E+00      2.0691E+01      1.6681E+01      8.8196E+00
3.6523E+01      1.0000E+00      2.0691E+01      4.6416E+01      8.7154E+00
3.6523E+01      1.0000E+00      2.0691E+01      1.2915E+02      8.5302E+00
3.6523E+01      1.0000E+00      2.0691E+01      3.5938E+02      8.3367E+00
3.6523E+01      1.0000E+00      2.0691E+01      1.0000E+03      7.7327E+00
3.6523E+01      1.0000E+00      3.3598E+01      1.0000E-01      5.2926E+00
3.6523E+01      1.0000E+00      3.3598E+01      2.7826E-01      5.2770E+00
3.6523E+01      1.0000E+00      3.3598E+01      7.7426E-01      6.3907E+00
3.6523E+01      1.0000E+00      3.3598E+01      2.1544E+00      6.7756E+00
3.6523E+01      1.0000E+00      3.3598E+01      5.9948E+00      6.8905E+00
3.6523E+01      1.0000E+00      3.3598E+01      1.6681E+01      6.9394E+00
3.6523E+01      1.0000E+00      3.3598E+01      4.6416E+01      6.8738E+00
3.6523E+01      1.0000E+00      3.3598E+01      1.2915E+02      6.7249E+00
3.6523E+01      1.0000E+00      3.3598E+01      3.5938E+02      6.3770E+00
3.6523E+01      1.0000E+00      3.3598E+01      1.0000E+03      5.4101E+00
3.6523E+01      1.0000E+00      5.4556E+01      1.0000E-01      2.7545E+00
3.6523E+01      1.0000E+00      5.4556E+01      2.7826E-01      2.7444E+00
3.6523E+01      1.0000E+00      5.4556E+01      7.7426E-01      3.9035E+00
3.6523E+01      1.0000E+00      5.4556E+01      2.1544E+00      3.8120E+00
3.6523E+01      1.0000E+00      5.4556E+01      5.9948E+00      4.4194E+00
3.6523E+01      1.0000E+00      5.4556E+01      1.6681E+01      4.9860E+00
3.6523E+01      1.0000E+00      5.4556E+01      4.6416E+01      5.0144E+00
3.6523E+01      1.0000E+00      5.4556E+01      1.2915E+02      4.9227E+00
3.6523E+01      1.0000E+00      5.4556E+01      3.5938E+02      4.6303E+00
3.6523E+01      1.0000E+00      5.4556E+01      1.0000E+03      3.7395E+00
3.6523E+01      1.0000E+00      8.8587E+01      1.0000E-01      9.2157E-01
3.6523E+01      1.0000E+00      8.8587E+01      2.7826E-01      9.1709E-01
3.6523E+01      1.0000E+00      8.8587E+01      7.7426E-01      9.0552E-01
3.6523E+01      1.0000E+00      8.8587E+01      2.1544E+00      1.6411E+00
3.6523E+01      1.0000E+00      8.8587E+01      5.9948E+00      2.2311E+00
3.6523E+01      1.0000E+00      8.8587E+01      1.6681E+01      2.5558E+00
3.6523E+01      1.0000E+00      8.8587E+01      4.6416E+01      3.2039E+00
3.6523E+01      1.0000E+00      8.8587E+01      1.2915E+02      3.2913E+00
3.6523E+01      1.0000E+00      8.8587E+01      3.5938E+02      3.0896E+00
3.6523E+01      1.0000E+00      8.8587E+01      1.0000E+03      2.3800E+00
3.6523E+01      1.0000E+00      1.4384E+02      1.0000E-01      1.3644E-01
3.6523E+01      1.0000E+00      1.4384E+02      2.7826E-01      1.3594E-01
3.6523E+01      1.0000E+00      1.4384E+02      7.7426E-01      1.3400E-01
3.6523E+01      1.0000E+00      1.4384E+02      2.1544E+00      3.6333E-01
3.6523E+01      1.0000E+00      1.4384E+02      5.9948E+00      3.3133E-01
3.6523E+01      1.0000E+00      1.4384E+02      1.6681E+01      8.9149E-01
3.6523E+01      1.0000E+00      1.4384E+02      4.6416E+01      1.2140E+00
3.6523E+01      1.0000E+00      1.4384E+02      1.2915E+02      1.7008E+00
3.6523E+01      1.0000E+00      1.4384E+02      3.5938E+02      1.7300E+00
3.6523E+01      1.0000E+00      1.4384E+02      1.0000E+03      1.1920E+00
3.6523E+01      1.0000E+00      2.3357E+02      1.0000E-01      7.1423E-03
3.6523E+01      1.0000E+00      2.3357E+02      2.7826E-01      7.1531E-03
3.6523E+01      1.0000E+00      2.3357E+02      7.7426E-01      7.0740E-03
3.6523E+01      1.0000E+00      2.3357E+02      2.1544E+00      6.7951E-03
3.6523E+01      1.0000E+00      2.3357E+02      5.9948E+00      2.1952E-02
3.6523E+01      1.0000E+00      2.3357E+02      1.6681E+01      4.9562E-02
3.6523E+01      1.0000E+00      2.3357E+02      4.6416E+01      1.3826E-01
3.6523E+01      1.0000E+00      2.3357E+02      1.2915E+02      2.2088E-01
3.6523E+01      1.0000E+00      2.3357E+02      3.5938E+02      4.1190E-01
3.6523E+01      1.0000E+00      2.3357E+02      1.0000E+03      2.9348E-01
3.6523E+01      1.0000E+00      3.7927E+02      1.0000E-01      9.9530E-05
3.6523E+01      1.0000E+00      3.7927E+02      2.7826E-01      9.9176E-05
3.6523E+01      1.0000E+00      3.7927E+02      7.7426E-01      1.0024E-04
3.6523E+01      1.0000E+00      3.7927E+02      2.1544E+00      9.8031E-05
3.6523E+01      1.0000E+00      3.7927E+02      5.9948E+00      4.1503E-04
3.6523E+01      1.0000E+00      3.7927E+02      1.6681E+01      3.2335E-04
3.6523E+01      1.0000E+00      3.7927E+02      4.6416E+01      1.9575E-03
3.6523E+01      1.0000E+00      3.7927E+02      1.2915E+02      3.4612E-03
3.6523E+01      1.0000E+00      3.7927E+02      3.5938E+02      7.9532E-03
3.6523E+01      1.0000E+00      3.7927E+02      1.0000E+03      9.4134E-03
3.6523E+01      1.0000E+00      6.1585E+02      1.0000E-01      1.2091E-07
3.6523E+01      1.0000E+00      6.1585E+02      2.7826E-01      1.7841E-07
3.6523E+01      1.0000E+00      6.1585E+02      7.7426E-01      1.7547E-07
3.6523E+01      1.0000E+00      6.1585E+02      2.1544E+00      1.8540E-07
3.6523E+01      1.0000E+00      6.1585E+02      5.9948E+00      1.6179E-07
3.6523E+01      1.0000E+00      6.1585E+02      1.6681E+01      9.8640E-07
3.6523E+01      1.0000E+00      6.1585E+02      4.6416E+01      2.9224E-06
3.6523E+01      1.0000E+00      6.1585E+02      1.2915E+02      1.0770E-05
3.6523E+01      1.0000E+00      6.1585E+02      3.5938E+02      2.8573E-05
3.6523E+01      1.0000E+00      6.1585E+02      1.0000E+03      2.2426E-05
3.6523E+01      1.0000E+00      1.0000E+03      1.0000E-01      0.0000E+00
3.6523E+01      1.0000E+00      1.0000E+03      2.7826E-01      0.0000E+00
3.6523E+01      1.0000E+00      1.0000E+03      7.7426E-01      0.0000E+00
3.6523E+01      1.0000E+00      1.0000E+03      2.1544E+00      0.0000E+00
3.6523E+01      1.0000E+00      1.0000E+03      5.9948E+00      0.0000E+00
3.6523E+01      1.0000E+00      1.0000E+03      1.6681E+01      1.2134E-10
3.6523E+01      1.0000E+00      1.0000E+03      4.6416E+01      1.9774E-10
3.6523E+01      1.0000E+00      1.0000E+03      1.2915E+02      2.1050E-09
3.6523E+01      1.0000E+00      1.0000E+03      3.5938E+02      3.4236E-09
3.6523E+01      1.0000E+00      1.0000E+03      1.0000E+03      1.4012E-09
3.6523E+01      2.5763E+00      1.0000E-01      1.0000E-01      1.5684E+01
3.6523E+01      2.5763E+00      1.0000E-01      2.7826E-01      1.5685E+01
3.6523E+01      2.5763E+00      1.0000E-01      7.7426E-01      1.5672E+01
3.6523E+01      2.5763E+00      1.0000E-01      2.1544E+00      1.5645E+01
3.6523E+01      2.5763E+00      1.0000E-01      5.9948E+00      1.5578E+01
3.6523E+01      2.5763E+00      1.0000E-01      1.6681E+01      1.5410E+01
3.6523E+01      2.5763E+00      1.0000E-01      4.6416E+01      1.5135E+01
3.6523E+01      2.5763E+00      1.0000E-01      1.2915E+02      1.5199E+01
3.6523E+01      2.5763E+00      1.0000E-01      3.5938E+02      1.7392E+01
3.6523E+01      2.5763E+00      1.0000E-01      1.0000E+03      2.3793E+01
3.6523E+01      2.5763E+00      1.6238E-01      1.0000E-01      1.5657E+01
3.6523E+01      2.5763E+00      1.6238E-01      2.7826E-01      1.5652E+01
3.6523E+01      2.5763E+00      1.6238E-01      7.7426E-01      1.5644E+01
3.6523E+01      2.5763E+00      1.6238E-01      2.1544E+00      1.5621E+01
3.6523E+01      2.5763E+00      1.6238E-01      5.9948E+00      1.5547E+01
3.6523E+01      2.5763E+00      1.6238E-01      1.6681E+01      1.5381E+01
3.6523E+01      2.5763E+00      1.6238E-01      4.6416E+01      1.5105E+01
3.6523E+01      2.5763E+00      1.6238E-01      1.2915E+02      1.5158E+01
3.6523E+01      2.5763E+00      1.6238E-01      3.5938E+02      1.7308E+01
3.6523E+01      2.5763E+00      1.6238E-01      1.0000E+03      2.3593E+01
3.6523E+01      2.5763E+00      2.6367E-01      1.0000E-01      1.5607E+01
3.6523E+01      2.5763E+00      2.6367E-01      2.7826E-01      1.5604E+01
3.6523E+01      2.5763E+00      2.6367E-01      7.7426E-01      1.5596E+01
3.6523E+01      2.5763E+00      2.6367E-01      2.1544E+00      1.5571E+01
3.6523E+01      2.5763E+00      2.6367E-01      5.9948E+00      1.5500E+01
3.6523E+01      2.5763E+00      2.6367E-01      1.6681E+01      1.5337E+01
3.6523E+01      2.5763E+00      2.6367E-01      4.6416E+01      1.5058E+01
3.6523E+01      2.5763E+00      2.6367E-01      1.2915E+02      1.5094E+01
3.6523E+01      2.5763E+00      2.6367E-01      3.5938E+02      1.7180E+01
3.6523E+01      2.5763E+00      2.6367E-01      1.0000E+03      2.3297E+01
3.6523E+01      2.5763E+00      4.2813E-01      1.0000E-01      1.5527E+01
3.6523E+01      2.5763E+00      4.2813E-01      2.7826E-01      1.5524E+01
3.6523E+01      2.5763E+00      4.2813E-01      7.7426E-01      1.5519E+01
3.6523E+01      2.5763E+00      4.2813E-01      2.1544E+00      1.5497E+01
3.6523E+01      2.5763E+00      4.2813E-01      5.9948E+00      1.5428E+01
3.6523E+01      2.5763E+00      4.2813E-01      1.6681E+01      1.5263E+01
3.6523E+01      2.5763E+00      4.2813E-01      4.6416E+01      1.4983E+01
3.6523E+01      2.5763E+00      4.2813E-01      1.2915E+02      1.4997E+01
3.6523E+01      2.5763E+00      4.2813E-01      3.5938E+02      1.6993E+01
3.6523E+01      2.5763E+00      4.2813E-01      1.0000E+03      2.2863E+01
3.6523E+01      2.5763E+00      6.9519E-01      1.0000E-01      1.5407E+01
3.6523E+01      2.5763E+00      6.9519E-01      2.7826E-01      1.5406E+01
3.6523E+01      2.5763E+00      6.9519E-01      7.7426E-01      1.5400E+01
3.6523E+01      2.5763E+00      6.9519E-01      2.1544E+00      1.5374E+01
3.6523E+01      2.5763E+00      6.9519E-01      5.9948E+00      1.5308E+01
3.6523E+01      2.5763E+00      6.9519E-01      1.6681E+01      1.5146E+01
3.6523E+01      2.5763E+00      6.9519E-01      4.6416E+01      1.4866E+01
3.6523E+01      2.5763E+00      6.9519E-01      1.2915E+02      1.4852E+01
3.6523E+01      2.5763E+00      6.9519E-01      3.5938E+02      1.6720E+01
3.6523E+01      2.5763E+00      6.9519E-01      1.0000E+03      2.2244E+01
3.6523E+01      2.5763E+00      1.1288E+00      1.0000E-01      1.5214E+01
3.6523E+01      2.5763E+00      1.1288E+00      2.7826E-01      1.5210E+01
3.6523E+01      2.5763E+00      1.1288E+00      7.7426E-01      1.5199E+01
3.6523E+01      2.5763E+00      1.1288E+00      2.1544E+00      1.5181E+01
3.6523E+01      2.5763E+00      1.1288E+00      5.9948E+00      1.5117E+01
3.6523E+01      2.5763E+00      1.1288E+00      1.6681E+01      1.4961E+01
3.6523E+01      2.5763E+00      1.1288E+00      4.6416E+01      1.4685E+01
3.6523E+01      2.5763E+00      1.1288E+00      1.2915E+02      1.4637E+01
3.6523E+01      2.5763E+00      1.1288E+00      3.5938E+02      1.6331E+01
3.6523E+01      2.5763E+00      1.1288E+00      1.0000E+03      2.1389E+01
3.6523E+01      2.5763E+00      1.8330E+00      1.0000E-01      1.4907E+01
3.6523E+01      2.5763E+00      1.8330E+00      2.7826E-01      1.4903E+01
3.6523E+01      2.5763E+00      1.8330E+00      7.7426E-01      1.4893E+01
3.6523E+01      2.5763E+00      1.8330E+00      2.1544E+00      1.4877E+01
3.6523E+01      2.5763E+00      1.8330E+00      5.9948E+00      1.4818E+01
3.6523E+01      2.5763E+00      1.8330E+00      1.6681E+01      1.4672E+01
3.6523E+01      2.5763E+00      1.8330E+00      4.6416E+01      1.4403E+01
3.6523E+01      2.5763E+00      1.8330E+00      1.2915E+02      1.4320E+01
3.6523E+01      2.5763E+00      1.8330E+00      3.5938E+02      1.5790E+01
3.6523E+01      2.5763E+00      1.8330E+00      1.0000E+03      2.0242E+01
3.6523E+01      2.5763E+00      2.9764E+00      1.0000E-01      1.4428E+01
3.6523E+01      2.5763E+00      2.9764E+00      2.7826E-01      1.4427E+01
3.6523E+01      2.5763E+00      2.9764E+00      7.7426E-01      1.4418E+01
3.6523E+01      2.5763E+00      2.9764E+00      2.1544E+00      1.4392E+01
3.6523E+01      2.5763E+00      2.9764E+00      5.9948E+00      1.4350E+01
3.6523E+01      2.5763E+00      2.9764E+00      1.6681E+01      1.4222E+01
3.6523E+01      2.5763E+00      2.9764E+00      4.6416E+01      1.3974E+01
3.6523E+01      2.5763E+00      2.9764E+00      1.2915E+02      1.3857E+01
3.6523E+01      2.5763E+00      2.9764E+00      3.5938E+02      1.5056E+01
3.6523E+01      2.5763E+00      2.9764E+00      1.0000E+03      1.8762E+01
3.6523E+01      2.5763E+00      4.8329E+00      1.0000E-01      1.3704E+01
3.6523E+01      2.5763E+00      4.8329E+00      2.7826E-01      1.3710E+01
3.6523E+01      2.5763E+00      4.8329E+00      7.7426E-01      1.3702E+01
3.6523E+01      2.5763E+00      4.8329E+00      2.1544E+00      1.3681E+01
3.6523E+01      2.5763E+00      4.8329E+00      5.9948E+00      1.3640E+01
3.6523E+01      2.5763E+00      4.8329E+00      1.6681E+01      1.3541E+01
3.6523E+01      2.5763E+00      4.8329E+00      4.6416E+01      1.3328E+01
3.6523E+01      2.5763E+00      4.8329E+00      1.2915E+02      1.3191E+01
3.6523E+01      2.5763E+00      4.8329E+00      3.5938E+02      1.4087E+01
3.6523E+01      2.5763E+00      4.8329E+00      1.0000E+03      1.6916E+01
3.6523E+01      2.5763E+00      7.8476E+00      1.0000E-01      1.2652E+01
3.6523E+01      2.5763E+00      7.8476E+00      2.7826E-01      1.2645E+01
3.6523E+01      2.5763E+00      7.8476E+00      7.7426E-01      1.2665E+01
3.6523E+01      2.5763E+00      7.8476E+00      2.1544E+00      1.2652E+01
3.6523E+01      2.5763E+00      7.8476E+00      5.9948E+00      1.2607E+01
3.6523E+01      2.5763E+00      7.8476E+00      1.6681E+01      1.2539E+01
3.6523E+01      2.5763E+00      7.8476E+00      4.6416E+01      1.2383E+01
3.6523E+01      2.5763E+00      7.8476E+00      1.2915E+02      1.2251E+01
3.6523E+01      2.5763E+00      7.8476E+00      3.5938E+02      1.2832E+01
3.6523E+01      2.5763E+00      7.8476E+00      1.0000E+03      1.4562E+01
3.6523E+01      2.5763E+00      1.2743E+01      1.0000E-01      1.0681E+01
3.6523E+01      2.5763E+00      1.2743E+01      2.7826E-01      1.1179E+01
3.6523E+01      2.5763E+00      1.2743E+01      7.7426E-01      1.1247E+01
3.6523E+01      2.5763E+00      1.2743E+01      2.1544E+00      1.1246E+01
3.6523E+01      2.5763E+00      1.2743E+01      5.9948E+00      1.1218E+01
3.6523E+01      2.5763E+00      1.2743E+01      1.6681E+01      1.1151E+01
3.6523E+01      2.5763E+00      1.2743E+01      4.6416E+01      1.1039E+01
3.6523E+01      2.5763E+00      1.2743E+01      1.2915E+02      1.0926E+01
3.6523E+01      2.5763E+00      1.2743E+01      3.5938E+02      1.1170E+01
3.6523E+01      2.5763E+00      1.2743E+01      1.0000E+03      1.1555E+01
3.6523E+01      2.5763E+00      2.0691E+01      1.0000E-01      8.3923E+00
3.6523E+01      2.5763E+00      2.0691E+01      2.7826E-01      9.2475E+00
3.6523E+01      2.5763E+00      2.0691E+01      7.7426E-01      9.2085E+00
3.6523E+01      2.5763E+00      2.0691E+01      2.1544E+00      9.4164E+00
3.6523E+01      2.5763E+00      2.0691E+01      5.9948E+00      9.4648E+00
3.6523E+01      2.5763E+00      2.0691E+01      1.6681E+01      9.4176E+00
3.6523E+01      2.5763E+00      2.0691E+01      4.6416E+01      9.3235E+00
3.6523E+01      2.5763E+00      2.0691E+01      1.2915E+02      9.1589E+00
3.6523E+01      2.5763E+00      2.0691E+01      3.5938E+02      8.9912E+00
3.6523E+01      2.5763E+00      2.0691E+01      1.0000E+03      8.3614E+00
3.6523E+01      2.5763E+00      3.3598E+01      1.0000E-01      5.6618E+00
3.6523E+01      2.5763E+00      3.3598E+01      2.7826E-01      5.6450E+00
3.6523E+01      2.5763E+00      3.3598E+01      7.7426E-01      6.8469E+00
3.6523E+01      2.5763E+00      3.3598E+01      2.1544E+00      7.2637E+00
3.6523E+01      2.5763E+00      3.3598E+01      5.9948E+00      7.3884E+00
3.6523E+01      2.5763E+00      3.3598E+01      1.6681E+01      7.4445E+00
3.6523E+01      2.5763E+00      3.3598E+01      4.6416E+01      7.3826E+00
3.6523E+01      2.5763E+00      3.3598E+01      1.2915E+02      7.2403E+00
3.6523E+01      2.5763E+00      3.3598E+01      3.5938E+02      6.8874E+00
3.6523E+01      2.5763E+00      3.3598E+01      1.0000E+03      5.8542E+00
3.6523E+01      2.5763E+00      5.4556E+01      1.0000E-01      2.9563E+00
3.6523E+01      2.5763E+00      5.4556E+01      2.7826E-01      2.9454E+00
3.6523E+01      2.5763E+00      5.4556E+01      7.7426E-01      4.1995E+00
3.6523E+01      2.5763E+00      5.4556E+01      2.1544E+00      4.1026E+00
3.6523E+01      2.5763E+00      5.4556E+01      5.9948E+00      4.7593E+00
3.6523E+01      2.5763E+00      5.4556E+01      1.6681E+01      5.3729E+00
3.6523E+01      2.5763E+00      5.4556E+01      4.6416E+01      5.4068E+00
3.6523E+01      2.5763E+00      5.4556E+01      1.2915E+02      5.3148E+00
3.6523E+01      2.5763E+00      5.4556E+01      3.5938E+02      5.0079E+00
3.6523E+01      2.5763E+00      5.4556E+01      1.0000E+03      4.0487E+00
3.6523E+01      2.5763E+00      8.8587E+01      1.0000E-01      9.9133E-01
3.6523E+01      2.5763E+00      8.8587E+01      2.7826E-01      9.8647E-01
3.6523E+01      2.5763E+00      8.8587E+01      7.7426E-01      9.7395E-01
3.6523E+01      2.5763E+00      8.8587E+01      2.1544E+00      1.7706E+00
3.6523E+01      2.5763E+00      8.8587E+01      5.9948E+00      2.4099E+00
3.6523E+01      2.5763E+00      8.8587E+01      1.6681E+01      2.7617E+00
3.6523E+01      2.5763E+00      8.8587E+01      4.6416E+01      3.4643E+00
3.6523E+01      2.5763E+00      8.8587E+01      1.2915E+02      3.5607E+00
3.6523E+01      2.5763E+00      8.8587E+01      3.5938E+02      3.3447E+00
3.6523E+01      2.5763E+00      8.8587E+01      1.0000E+03      2.5774E+00
3.6523E+01      2.5763E+00      1.4384E+02      1.0000E-01      1.4691E-01
3.6523E+01      2.5763E+00      1.4384E+02      2.7826E-01      1.4638E-01
3.6523E+01      2.5763E+00      1.4384E+02      7.7426E-01      1.4427E-01
3.6523E+01      2.5763E+00      1.4384E+02      2.1544E+00      3.9266E-01
3.6523E+01      2.5763E+00      1.4384E+02      5.9948E+00      3.5804E-01
3.6523E+01      2.5763E+00      1.4384E+02      1.6681E+01      9.6476E-01
3.6523E+01      2.5763E+00      1.4384E+02      4.6416E+01      1.3142E+00
3.6523E+01      2.5763E+00      1.4384E+02      1.2915E+02      1.8416E+00
3.6523E+01      2.5763E+00      1.4384E+02      3.5938E+02      1.8735E+00
3.6523E+01      2.5763E+00      1.4384E+02      1.0000E+03      1.2911E+00
3.6523E+01      2.5763E+00      2.3357E+02      1.0000E-01      7.6991E-03
3.6523E+01      2.5763E+00      2.3357E+02      2.7826E-01      7.7108E-03
3.6523E+01      2.5763E+00      2.3357E+02      7.7426E-01      7.6253E-03
3.6523E+01      2.5763E+00      2.3357E+02      2.1544E+00      7.3234E-03
3.6523E+01      2.5763E+00      2.3357E+02      5.9948E+00      2.3741E-02
3.6523E+01      2.5763E+00      2.3357E+02      1.6681E+01      5.3646E-02
3.6523E+01      2.5763E+00      2.3357E+02      4.6416E+01      1.4972E-01
3.6523E+01      2.5763E+00      2.3357E+02      1.2915E+02      2.3921E-01
3.6523E+01      2.5763E+00      2.3357E+02      3.5938E+02      4.4612E-01
3.6523E+01      2.5763E+00      2.3357E+02      1.0000E+03      3.1787E-01
3.6523E+01      2.5763E+00      3.7927E+02      1.0000E-01      1.0751E-04
3.6523E+01      2.5763E+00      3.7927E+02      2.7826E-01      1.0713E-04
3.6523E+01      2.5763E+00      3.7927E+02      7.7426E-01      1.0829E-04
3.6523E+01      2.5763E+00      3.7927E+02      2.1544E+00      1.0590E-04
3.6523E+01      2.5763E+00      3.7927E+02      5.9948E+00      4.4924E-04
3.6523E+01      2.5763E+00      3.7927E+02      1.6681E+01      3.4997E-04
3.6523E+01      2.5763E+00      3.7927E+02      4.6416E+01      2.1199E-03
3.6523E+01      2.5763E+00      3.7927E+02      1.2915E+02      3.7487E-03
3.6523E+01      2.5763E+00      3.7927E+02      3.5938E+02      8.6140E-03
3.6523E+01      2.5763E+00      3.7927E+02      1.0000E+03      1.0196E-02
3.6523E+01      2.5763E+00      6.1585E+02      1.0000E-01      1.3096E-07
3.6523E+01      2.5763E+00      6.1585E+02      2.7826E-01      1.9323E-07
3.6523E+01      2.5763E+00      6.1585E+02      7.7426E-01      1.9005E-07
3.6523E+01      2.5763E+00      6.1585E+02      2.1544E+00      2.0080E-07
3.6523E+01      2.5763E+00      6.1585E+02      5.9948E+00      1.7522E-07
3.6523E+01      2.5763E+00      6.1585E+02      1.6681E+01      1.0683E-06
3.6523E+01      2.5763E+00      6.1585E+02      4.6416E+01      3.1652E-06
3.6523E+01      2.5763E+00      6.1585E+02      1.2915E+02      1.1665E-05
3.6523E+01      2.5763E+00      6.1585E+02      3.5938E+02      3.0947E-05
3.6523E+01      2.5763E+00      6.1585E+02      1.0000E+03      2.4289E-05
3.6523E+01      2.5763E+00      1.0000E+03      1.0000E-01      0.0000E+00
3.6523E+01      2.5763E+00      1.0000E+03      2.7826E-01      0.0000E+00
3.6523E+01      2.5763E+00      1.0000E+03      7.7426E-01      0.0000E+00
3.6523E+01      2.5763E+00      1.0000E+03      2.1544E+00      0.0000E+00
3.6523E+01      2.5763E+00      1.0000E+03      5.9948E+00      0.0000E+00
3.6523E+01      2.5763E+00      1.0000E+03      1.6681E+01      1.3143E-10
3.6523E+01      2.5763E+00      1.0000E+03      4.6416E+01      2.1417E-10
3.6523E+01      2.5763E+00      1.0000E+03      1.2915E+02      2.2799E-09
3.6523E+01      2.5763E+00      1.0000E+03      3.5938E+02      3.7080E-09
3.6523E+01      2.5763E+00      1.0000E+03      1.0000E+03      1.5177E-09
3.6523E+01      6.6373E+00      1.0000E-01      1.0000E-01      1.5864E+01
3.6523E+01      6.6373E+00      1.0000E-01      2.7826E-01      1.5865E+01
3.6523E+01      6.6373E+00      1.0000E-01      7.7426E-01      1.5853E+01
3.6523E+01      6.6373E+00      1.0000E-01      2.1544E+00      1.5831E+01
3.6523E+01      6.6373E+00      1.0000E-01      5.9948E+00      1.5774E+01
3.6523E+01      6.6373E+00      1.0000E-01      1.6681E+01      1.5630E+01
3.6523E+01      6.6373E+00      1.0000E-01      4.6416E+01      1.5398E+01
3.6523E+01      6.6373E+00      1.0000E-01      1.2915E+02      1.5517E+01
3.6523E+01      6.6373E+00      1.0000E-01      3.5938E+02      1.7794E+01
3.6523E+01      6.6373E+00      1.0000E-01      1.0000E+03      2.4359E+01
3.6523E+01      6.6373E+00      1.6238E-01      1.0000E-01      1.5836E+01
3.6523E+01      6.6373E+00      1.6238E-01      2.7826E-01      1.5833E+01
3.6523E+01      6.6373E+00      1.6238E-01      7.7426E-01      1.5826E+01
3.6523E+01      6.6373E+00      1.6238E-01      2.1544E+00      1.5807E+01
3.6523E+01      6.6373E+00      1.6238E-01      5.9948E+00      1.5743E+01
3.6523E+01      6.6373E+00      1.6238E-01      1.6681E+01      1.5602E+01
3.6523E+01      6.6373E+00      1.6238E-01      4.6416E+01      1.5367E+01
3.6523E+01      6.6373E+00      1.6238E-01      1.2915E+02      1.5474E+01
3.6523E+01      6.6373E+00      1.6238E-01      3.5938E+02      1.7708E+01
3.6523E+01      6.6373E+00      1.6238E-01      1.0000E+03      2.4156E+01
3.6523E+01      6.6373E+00      2.6367E-01      1.0000E-01      1.5788E+01
3.6523E+01      6.6373E+00      2.6367E-01      2.7826E-01      1.5784E+01
3.6523E+01      6.6373E+00      2.6367E-01      7.7426E-01      1.5779E+01
3.6523E+01      6.6373E+00      2.6367E-01      2.1544E+00      1.5758E+01
3.6523E+01      6.6373E+00      2.6367E-01      5.9948E+00      1.5697E+01
3.6523E+01      6.6373E+00      2.6367E-01      1.6681E+01      1.5557E+01
3.6523E+01      6.6373E+00      2.6367E-01      4.6416E+01      1.5320E+01
3.6523E+01      6.6373E+00      2.6367E-01      1.2915E+02      1.5409E+01
3.6523E+01      6.6373E+00      2.6367E-01      3.5938E+02      1.7578E+01
3.6523E+01      6.6373E+00      2.6367E-01      1.0000E+03      2.3853E+01
3.6523E+01      6.6373E+00      4.2813E-01      1.0000E-01      1.5708E+01
3.6523E+01      6.6373E+00      4.2813E-01      2.7826E-01      1.5706E+01
3.6523E+01      6.6373E+00      4.2813E-01      7.7426E-01      1.5702E+01
3.6523E+01      6.6373E+00      4.2813E-01      2.1544E+00      1.5684E+01
3.6523E+01      6.6373E+00      4.2813E-01      5.9948E+00      1.5626E+01
3.6523E+01      6.6373E+00      4.2813E-01      1.6681E+01      1.5484E+01
3.6523E+01      6.6373E+00      4.2813E-01      4.6416E+01      1.5244E+01
3.6523E+01      6.6373E+00      4.2813E-01      1.2915E+02      1.5311E+01
3.6523E+01      6.6373E+00      4.2813E-01      3.5938E+02      1.7388E+01
3.6523E+01      6.6373E+00      4.2813E-01      1.0000E+03      2.3410E+01
3.6523E+01      6.6373E+00      6.9519E-01      1.0000E-01      1.5590E+01
3.6523E+01      6.6373E+00      6.9519E-01      2.7826E-01      1.5590E+01
3.6523E+01      6.6373E+00      6.9519E-01      7.7426E-01      1.5585E+01
3.6523E+01      6.6373E+00      6.9519E-01      2.1544E+00      1.5563E+01
3.6523E+01      6.6373E+00      6.9519E-01      5.9948E+00      1.5507E+01
3.6523E+01      6.6373E+00      6.9519E-01      1.6681E+01      1.5368E+01
3.6523E+01      6.6373E+00      6.9519E-01      4.6416E+01      1.5127E+01
3.6523E+01      6.6373E+00      6.9519E-01      1.2915E+02      1.5164E+01
3.6523E+01      6.6373E+00      6.9519E-01      3.5938E+02      1.7109E+01
3.6523E+01      6.6373E+00      6.9519E-01      1.0000E+03      2.2779E+01
3.6523E+01      6.6373E+00      1.1288E+00      1.0000E-01      1.5399E+01
3.6523E+01      6.6373E+00      1.1288E+00      2.7826E-01      1.5395E+01
3.6523E+01      6.6373E+00      1.1288E+00      7.7426E-01      1.5386E+01
3.6523E+01      6.6373E+00      1.1288E+00      2.1544E+00      1.5372E+01
3.6523E+01      6.6373E+00      1.1288E+00      5.9948E+00      1.5317E+01
3.6523E+01      6.6373E+00      1.1288E+00      1.6681E+01      1.5183E+01
3.6523E+01      6.6373E+00      1.1288E+00      4.6416E+01      1.4944E+01
3.6523E+01      6.6373E+00      1.1288E+00      1.2915E+02      1.4945E+01
